state_name,state_code,district_name,district_code,subdistrict_name,subdistrict_code,cluster_name,village_name,udise_village_code,pincode,ward,school_name,udise_school_code,school_category,school_type,management,year_of_establishment,longitude,latitude,status,location_type,class_from,class_to,aff_board_sec,aff_board_h_sec,pre_primary,class_rooms,other_rooms,total_teachers,pre_primary_students,i_students,ii_students,iii_students,iv_students,v_students,vi_students,vii_students,viii_students,ix_students,x_students,xi_students,xii_students,class_students,class_with_pre_primary_students
"Kerala","32","Kollam","559","","None","G.L.P.S Bhoothakulam Nort","Bhoothakkulam","321303002","691334","","AMRUTHA PUBLIC SCHOOL","32130300210","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","1996","76.699749","8.82009","Operational","Rural","1.0","7.0","","","0.0","13.0","4.0","8.0","12.0","5.0","12.0","14.0","6.0","8.0","6.0","11.0","0.0","0.0","0.0","0.0","0.0","62.0","74.0"
"West Bengal","19","24 Paraganas South","304","Mandirbazar","2766","Krishnadebpur Fp","Krishnapur-Ix","191820104","","","KASHIPUR MUSLIMPARA NABODAY SSK","19182010402","Primary","Co. Educational","Department of Education","2006","88.3314","22.1211","Operational","Rural","1.0","4.0","","","0.0","4.0","0.0","3.0","10.0","18.0","24.0","14.0","18.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74.0","84.0"
"Telangana","36","Peddapalli","682","Manthani","5030","Zphs Gunjapadugu","Gunjapaduga","360714002","","","MPPS (SC) GUNJAPADUGU","36071400202","Primary","Co. Educational","Local body","1972","79.603809","18.690489","Operational","Rural","1.0","5.0","","","0.0","4.0","1.0","2.0","0.0","4.0","7.0","12.0","7.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","31.0"
"Gujarat","24","Panch Mahals","454","Kalol","4189","Vejalpur","Vejalpur","241706061","389340","","URDU SHALA VEJALPUR","24170606105","Primary with Upper Primary","Co. Educational","Local body","1923","73.564739","22.69015","Operational","Rural","1.0","8.0","","","0.0","18.0","0.0","20.0","0.0","119.0","129.0","123.0","122.0","104.0","113.0","100.0","103.0","0.0","0.0","0.0","0.0","913.0","913.0"
"Madhya Pradesh","23","Bhind","395","Lahar","3774","H.S.S.Boys Daboh","Daboh","230305104","477447","DABOH","FUTURE PUBLIC SCHOOL","23030510437","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","2012","78.324545","26.351422","Operational","Urban","1.0","8.0","","","0.0","8.0","0.0","6.0","0.0","37.0","42.0","33.0","33.0","38.0","30.0","29.0","25.0","0.0","0.0","0.0","0.0","267.0","267.0"
"Tamil Nadu","33","Kanchipuram","574","","None","St.Josephs Ps, Pallavaram","Pallavaram","330309032","","Pallavaram","ST.SEBASTIAN  MHSS PALLAVARAM","33030903215","Pri. with Upper Pri. Sec. and H.Sec.","Co. Educational","Private Unaided (Recognized)","1987","80.146449","12.972022","Operational","Urban","0.0","12.0","State Board","State Board","0.0","70.0","6.0","87.0","243.0","165.0","201.0","217.0","238.0","230.0","246.0","251.0","241.0","232.0","215.0","230.0","238.0","2704.0","2947.0"
"Jammu and Kashmir","01","Udhampur","014","Kulwanta","6926","Ms Ladana","Sattian","11012018","182122","","HS SATTIAN","1101201803","Pri. Upper Pri. and Secondary Only","Co. Educational","Department of Education","1964","75.4022","32.8295","Operational","Rural","1.0","10.0","State Board","","1.0","8.0","2.0","11.0","0.0","6.0","1.0","4.0","6.0","5.0","6.0","9.0","14.0","38.0","39.0","0.0","0.0","128.0","128.0"
"Tamil Nadu","33","Kanchipuram","574","Sriperumbudur","6182","Pums, Sunduvarchatram","Molachur","330304030","","","MORNING STAR NUR.PS,MOLACHUR","33030403004","Primary","Co. Educational","Private Unaided (Recognized)","1997","79.87419","12.93299","Operational","Rural","0.0","8.0","","","0.0","27.0","1.0","23.0","201.0","116.0","80.0","53.0","71.0","50.0","41.0","24.0","0.0","0.0","0.0","0.0","0.0","435.0","636.0"
"Arunachal Pradesh","12","Lower Subansiri","236","Ziro-Ii","2236","Yazali","Delpaji","120502082","791120","","GOVT. MIDDLE SCHOOL, DELIPAJI","12050208201","Primary with Upper Primary","Co. Educational","Department of Education","1977","93.698333","27.438056","Operational","Rural","1.0","8.0","","","0.0","8.0","0.0","7.0","10.0","6.0","0.0","0.0","2.0","5.0","6.0","2.0","11.0","0.0","0.0","0.0","0.0","32.0","42.0"
"Jharkhand","20","Giridih","329","Dhanwar","3135","Ms Nawadih","Kheshnal","200607285","825412","","UPG PS KHESNAL","20060728501","Primary","Co. Educational","Department of Education","2005","85.931439","24.459719","Operational","Rural","1.0","5.0","","","0.0","4.0","0.0","1.0","0.0","12.0","7.0","12.0","12.0","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","62.0","62.0"
"Madhya Pradesh","23","Ujjain","435","","None","Hss Ghattia","Dhanna Khedi","232102016","456550","","E.G.S. TEEBU KHEDA","23210201603","Primary","Co. Educational","Department of Education","2002","75.83471","23.374263","Operational","Rural","1.0","5.0","","","0.0","2.0","2.0","3.0","0.0","6.0","8.0","5.0","8.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35.0","35.0"
"Tamil Nadu","33","Perambalur","581","Alathur","6254","T.Kalathur","T.Kalathur","331606002","","","ADWS T.KALATHUR","33160600202","Primary","Co. Educational","Social welfare Department","1932","78.690459","11.134482","Operational","Rural","1.0","5.0","","","0.0","6.0","1.0","2.0","0.0","8.0","10.0","7.0","12.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","44.0","44.0"
"Jammu and Kashmir","01","Doda","004","Bhalla","6987","Gutasa","Gutassa","10909028","182221","","GMS GUTASSA","1090902801","Primary with Upper Primary","Co. Educational","Department of Education","1963","75.3823","33.047","Operational","Rural","1.0","8.0","","","0.0","7.0","0.0","7.0","0.0","11.0","7.0","8.0","9.0","13.0","14.0","9.0","12.0","0.0","0.0","0.0","0.0","83.0","83.0"
"Bihar","10","Pashchim Champaran","211","Bairia","1930","U.M.S. Balua Rampurwa","Dumaria","100105015","845438","","GOVT. P.S. DUMARIYA (URDU)","10010501502","Primary","Co. Educational","Department of Education","1971","84.4044","26.7459","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","4.0","0.0","28.0","32.0","40.0","44.0","27.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","171.0","171.0"
"Maharashtra","27","Palghar","665","Mokhada","4594","Beriste","Ghanval","273608008","401604","","Z.P. SCHOOL, BALDYACHAPADA","27360800801","Primary","Co. Educational","Local body","1988","73.405274","20.015887","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","2.0","0.0","5.0","11.0","8.0","7.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","33.0","33.0"
"Bihar","10","Munger","207","Munger Sadar","1874","M.S.Charoun","Nauagarhi","102401043","811211","","P.S. RAMGARH","10240104307","Primary","Co. Educational","Department of Education","1960","86.5537","25.3489","Operational","Rural","1.0","5.0","","","0.0","8.0","0.0","1.0","0.0","2.0","9.0","9.0","9.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.0","37.0"
"Maharashtra","27","Nashik","487","","None","Malegaon Mc Cluster No. 4","Ward.No.12","272017012","423203","WARD.NO.12","KERESENT HIGH SCHOOL","27201701214","Upper Pri. and Secondary","Co. Educational","Private Unaided (Recognized)","2009","74.532974","20.563491","Operational","Urban","8.0","10.0","State Board","","1.0","4.0","4.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","174.0","162.0","162.0","0.0","0.0","498.0","498.0"
"Haryana","06","Hisar","063","Hisar-I","0489","Gsss Niana","Khokha","61206027","125033","","GHS KHOKHA","6120602702","Upper Pri. and Secondary","Co. Educational","Department of Education","1989","75.886263","29.188937","Operational","Rural","6.0","10.0","State Board","","0.0","5.0","6.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","21.0","21.0","22.0","20.0","0.0","0.0","93.0","93.0"
"Madhya Pradesh","23","Ratlam","423","Ratlam","3952","Govt Hss Jawahar Ratlam","Ward No 5  Rtm","232005219","457001","WARD NO 5  RTM","MS ALKAPURI","23200521901","Primary with Upper Primary","Co. Educational","Department of Education","2008","75.035611","23.342886","Operational","Urban","1.0","8.0","","","0.0","3.0","0.0","7.0","0.0","2.0","14.0","10.0","8.0","16.0","43.0","50.0","43.0","0.0","0.0","0.0","0.0","186.0","186.0"
"Rajasthan","08","Alwar","087","Ramgarh","0583","Peeo610- Gsss Beejwa (215653)","Noganwa","80607089","301025","","GOVT. PS KAROLI KHALSA","8060708914","Primary","Co. Educational","Local body","1984","76.861544","27.632773","Operational","Rural","1.0","5.0","","","0.0","1.0","1.0","2.0","0.0","10.0","12.0","10.0","8.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","49.0","49.0"
"Rajasthan","08","Karauli","108","","None","Peeo6985- Gsss Mongepura (212710)","Mongapura","80906005","322251","","GUPS JAGDARPURA","8090600504","Primary with Upper Primary","Co. Educational","Department of Education","1984","77.183563","26.253034","Operational","Rural","1.0","8.0","","","0.0","4.0","2.0","5.0","0.0","20.0","9.0","20.0","9.0","17.0","6.0","9.0","13.0","0.0","0.0","0.0","0.0","103.0","103.0"
"Uttar Pradesh","09","Amethi - Csm Nagar","None","Amethi","None","Nraini","Pure Jaya","97302058","227405","","PS PURE JAYA","9730205801","Primary","Co. Educational","Department of Education","1978","81.729","26.096","Operational","Rural","1.0","5.0","","","0.0","5.0","0.0","4.0","0.0","9.0","7.0","14.0","7.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","49.0","49.0"
"Punjab","03","Ludhiana","036","","None","Gps Hedon Bet","Macchiwara Khaam","30907060","","","GMS MACCHIWARA KHAM","3090706002","Upper Primary only","Co. Educational","Department of Education","2001","76.283011","30.957806","Operational","Rural","6.0","8.0","","","0.0","3.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","10.0","14.0","0.0","0.0","0.0","0.0","34.0","34.0"
"Karnataka","29","Dakshina Kannada","534","","None","Madhva","Kavalapadur","292401034","","","DKZP GOVT. HIGHER PRIMARY SCHOOL MADHVA","29240103402","Primary with Upper Primary","Co. Educational","Department of Education","1984","75.121111","12.93","Operational","Rural","1.0","8.0","","","0.0","6.0","2.0","5.0","0.0","17.0","22.0","14.0","4.0","11.0","13.0","10.0","16.0","0.0","0.0","0.0","0.0","107.0","107.0"
"Uttar Pradesh","09","Saharanpur","177","","None","Shahranpur","Sector 16","90106016","247001","SECTOR 16","SUFFA J.H.SCHOOL MANAKMAU","9010601623","Upper Primary only","Co. Educational","Private Unaided (Recognized)","2003","77.55","29.9667","Operational","Urban","6.0","8.0","","","0.0","12.0","2.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","63.0","48.0","56.0","0.0","0.0","0.0","0.0","167.0","167.0"
"Chhattisgarh","22","Raipur","387","Dharsiwa","3700","Crc Sankara","Dhaneli","221104008","","","PVT ANAND MARG PS SCHOOL DHANELI","22110400812","Primary","Co. Educational","Private Unaided (Recognized)","1995","81.6664","21.3369","Operational","Rural","1.0","5.0","","","0.0","10.0","1.0","13.0","99.0","52.0","57.0","56.0","54.0","44.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","263.0","362.0"
"Tamil Nadu","33","Madurai","578","Madurai East","6219","P.U.M.S.Chittampatti","Ayilangudi","332406022","","","P.U.P.S MAYANDIPATTI","33240602202","Primary","Co. Educational","Department of Education","1960","78.23046","9.99814","Operational","Rural","1.0","5.0","","","0.0","4.0","0.0","3.0","0.0","18.0","11.0","13.0","18.0","22.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","82.0","82.0"
"Uttarakhand","05","Nainital","051","Haldwani","0394","Kaladhungi Road Hld","Haldwani City","51104042","263139","HALDWANI CITY","GYAN BHARTI SARASWATI V M TANAKPUR ROAD","5110404267","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","1999","79.5334","29.2228","Operational","Urban","1.0","8.0","","","0.0","11.0","2.0","10.0","35.0","22.0","30.0","22.0","24.0","19.0","26.0","26.0","7.0","0.0","0.0","0.0","0.0","176.0","211.0"
"Uttar Pradesh","09","Ballia","126","Beruarbari","0911","Beruarwari/G.Nagar","Barwa","96308041","277304","","P S BARWA","9630804101","Primary","Co. Educational","Department of Education","1968","84.134528","25.889757","Operational","Rural","1.0","5.0","","","0.0","6.0","2.0","4.0","0.0","21.0","19.0","22.0","21.0","23.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","106.0","106.0"
"Telangana","36","Sangareddy","691","Jharasangam","5276","Zphs Jharasangam","Gangapur","361612003","","","MPPS GANGAPUR","36161200301","Primary","Co. Educational","Local body","1975","77.711567","17.823049","Operational","Rural","1.0","5.0","","","0.0","2.0","1.0","1.0","0.0","1.0","3.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","7.0"
"Jammu and Kashmir","01","Rajouri","012","Nowshera","0116","Ms Nowshera","Ward No 5 Nowshera","11223028","185151","WARD NO 5 Nowshera","ARYA PS NOWSHERA","1122302801","Primary","Co. Educational","Private Unaided (Recognized)","1975","74.2364","33.148","Operational","Urban","1.0","5.0","","","0.0","6.0","0.0","5.0","9.0","7.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","17.0"
"Assam","18","Lakhimpur","295","Dhakuakhana","2642","Pub Dhakuakhana Ext. 4","Bandana","181203120","787055","","BHITOR BANDANA LPS","18120312005","Primary","Co. Educational","Unrecognized","1985","94.53275","27.233883","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","2.0","0.0","8.0","12.0","12.0","11.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","49.0","49.0"
"Maharashtra","27","Nashik","487","Kalwan","4484","Desgaon","Desgaon","272006037","423502","","SAU.V.T.AHER MADHYMIK VIDHYALA DESGAON","27200603703","Upper Pri. and Secondary","Co. Educational","Private Unaided (Recognized)","2003","73.839182","20.498311","Operational","Rural","8.0","10.0","State Board","","0.0","5.0","4.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","42.0","35.0","0.0","0.0","108.0","108.0"
"Uttar Pradesh","09","Bulandshahr","134","","None","Kuchesar Fort","Bahpur","91107032","203402","","P.S  BAH PUR---2","9110703202","Primary","Co. Educational","Department of Education","1953","78.138204","28.522719","Operational","Rural","1.0","5.0","","","0.0","2.0","2.0","3.0","0.0","17.0","20.0","11.0","7.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","60.0"
"Uttar Pradesh","09","Kannauj","155","Kannauj","1262","Loha Mardh","Rajai Mau Raja","93001055","209732","","PRABHAT ADARASH VIDYALYA P.S.","9300105505","Primary","Co. Educational","Private Unaided (Recognized)","1980","80.9833","26.9167","Operational","Rural","1.0","5.0","","","2.0","14.0","4.0","9.0","0.0","84.0","74.0","60.0","64.0","69.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","351.0","351.0"
"Madhya Pradesh","23","Satna","426","","None","Ghss Unchehra","Gobarao Kala","231308007","485661","","UTHAN SEVA SANSTHAN HSC","23130800703","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","1997","80.780562","24.435083","Operational","Rural","1.0","8.0","","","0.0","8.0","0.0","12.0","0.0","22.0","26.0","19.0","10.0","12.0","13.0","12.0","8.0","0.0","0.0","0.0","0.0","122.0","122.0"
"Uttar Pradesh","09","Basti","131","","None","Mahripur","Mahripur","95507002","272128","","J.H.S. MAHRIPUR","9550700202","Upper Primary only","Co. Educational","Department of Education","1970","82.70322","26.76748","Operational","Rural","6.0","8.0","","","0.0","4.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0","27.0","21.0","0.0","0.0","0.0","0.0","67.0","67.0"
"Madhya Pradesh","23","Panna","420","Gunour","3931","Hr Sce Boys Gunour","Kachnara","231002227","488001","","PS KACHNARA","23100222701","Primary","Co. Educational","Department of Education","1995","80.255495","24.506163","Operational","Rural","1.0","5.0","","","0.0","5.0","0.0","2.0","0.0","3.0","5.0","2.0","1.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0","15.0"
"Uttar Pradesh","09","Sitapur","183","Biswan","1552","Ulra","Dafra","92403136","261201","","BABA KSHATRA PAL BAL VIDHYA MA","9240313602","Primary","Co. Educational","Private Unaided (Recognized)","1997","80.95203","27.49085","Operational","Rural","1.0","5.0","","","0.0","5.0","0.0","6.0","0.0","11.0","12.0","13.0","8.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","60.0"
"Assam","18","Kamrup-Rural","None","Chhaygaon","None","Hahchori","Choudhuri Pam","180603100","781136","","CHOUDHURI PAM LPS","18060310005","Primary","Co. Educational","Department of Education","1975","91.1666","26.106783","Operational","Rural","1.0","5.0","","","0.0","4.0","0.0","3.0","0.0","31.0","43.0","35.0","25.0","29.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","163.0","163.0"
"Madhya Pradesh","23","Anuppur","390","Jaithari","3737","Hss Phunga","Kolmi","234706069","484336","","PS BAIGAN TOLA, KOLAMI","23470606904","Primary","Co. Educational","Tribal Welfare Department","2014","81.808943","23.149325","Operational","Rural","1.0","5.0","","","0.0","1.0","0.0","1.0","0.0","4.0","9.0","3.0","13.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","39.0","39.0"
"Andhra Pradesh","28","Visakhapatanam","520","","None","Zphs Narsipatnam","Balighattam","281317009","","BALIGHATTAM","RAVINDRABHARATHI SCHOOL","28131700942","Primary","Co. Educational","Private Unaided (Recognized)","2011","82.6147","17.6647","Operational","Urban","1.0","5.0","","","4.0","12.0","0.0","10.0","0.0","19.0","24.0","36.0","36.0","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","140.0","140.0"
"Haryana","06","Jhajjar","064","Salhawas","0497","Gsss Khudan","Chhapar","61504009","124108","","S.D.SR.SEC.SCHOOL CHHAPAR","6150400903","Pri. with Upper Pri. Sec. and H.Sec.","Co. Educational","Private Unaided (Recognized)","1999","76.600034","28.448586","Operational","Rural","1.0","12.0","State Board","State Board","0.0","18.0","6.0","20.0","0.0","11.0","22.0","29.0","20.0","30.0","23.0","31.0","30.0","36.0","67.0","144.0","135.0","578.0","578.0"
"Mizoram","15","Saiha","267","","None","Old Siaha","New Colony-Ii","150801030","796901","NEW COLONY-II","N.COLONY - II PS LOCAL BODY","15080103001","Primary","Co. Educational","Local body","1970","92.98164","22.4891","Operational","Urban","0.0","4.0","","","0.0","5.0","1.0","7.0","19.0","5.0","3.0","4.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0","37.0"
"Rajasthan","08","Jaipur","102","","None","Uceeo10094- Ggsss Gangori  Bazar (218970)","Ward No.77 Jaipur City","81226077","302002","NN_Jaipur Heritage - Ward No.- 058","GOVT UPS GHER SAIWAR","8122607702","Primary with Upper Primary","Co. Educational","Department of Education","1962","75.817046","26.928789","Operational","Urban","1.0","8.0","","","0.0","8.0","5.0","7.0","0.0","6.0","10.0","14.0","18.0","17.0","10.0","10.0","11.0","0.0","0.0","0.0","0.0","96.0","96.0"
"Karnataka","29","Raichur","546","Sindhanur","5897","Badarli","Badarli","290608007","","","GOVT.HIGHER PRIMARY SCHOOL  R H NO-5","29060800703","Primary with Upper Primary","Co. Educational","Department of Education","1983","76.86","15.79","Operational","Rural","1.0","8.0","","","0.0","8.0","0.0","8.0","0.0","22.0","29.0","25.0","27.0","26.0","37.0","38.0","37.0","0.0","0.0","0.0","0.0","241.0","241.0"
"Telangana","36","Ranga Reddy","518","","None","Zphs Perveda","Parveda (Chanchalam)","362301014","","","MPPS PARVEDA","36230101401","Primary","Co. Educational","Local body","1958","78.129966","17.454673","Operational","Rural","1.0","5.0","","","0.0","5.0","0.0","4.0","0.0","5.0","13.0","11.0","13.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","57.0","57.0"
